1,42
2,42
3,56
4,56
5,146
6,146
7,146
8,146
9,146
10,146
11,217
12,217
13,217
14,217
15,217
16,217
17,217
18,217
19,217
20,217
21,217
22,217
23,217
24,217
25,217
26,217
27,146
28,146
29,69
30,69
31,69
32,69
33,69
34,69
35,69
36,69
37,69
38,69
39,69
40,69
41,69
42,69
43,69
44,69
45,69
46,69
47,69
48,69
49,69
50,69
51,69
52,69
53,69
54,69
55,69
56,69
57,69
58,69
59,69
60,151
61,151
62,151
63,151
64,151
65,151
66,151
67,151
68,151
69,151
70,151
71,151
72,151
73,151
74,151
75,151
76,151
77,151
78,151
79,151
80,151
81,170
82,151
83,151
84,151
85,151
86,151
87,151
88,151
89,146
90,151
91,151
92,146
93,146
94,146
95,65
96,151
97,69
98,69
99,70
100,151
101,146
102,146
103,146
104,146
105,146
106,151
107,151
108,151
109,151
110,151
111,151
112,151
113,151
114,151
115,151
116,151
117,151
118,151
119,151
120,65
121,65
122,65
123,65
124,65
125,151
126,151
127,151
128,151
129,151
130,151
131,151
132,151
133,151
134,151
135,126
136,65
137,65
138,65
139,65
140,64
141,64
142,64
143,64
144,64
145,64
146,70
147,61
148,95
149,64
150,70
151,70
152,33
153,33
154,33
155,33
156,33
157,33
158,33
159,101
160,64
161,40
162,15
163,190
164,172
165,172
166,9
167,9
168,64
169,53
170,53
171,53
172,26
173,26
174,70
175,70
176,70
177,9
178,82
179,44
180,44
181,208
182,41
183,64
184,82
185,131
186,41
187,217
188,64
189,64
190,64
191,64
192,64
193,215
194,215
195,41
196,172
197,172
198,101
199,101
200,70
201,70
202,41
203,82
204,145
205,145
206,131
207,131
208,131
209,91
210,91
211,91
212,149
213,61
214,61
215,101
216,40
217,4
218,4
219,101
220,101
221,101
222,101
223,101
224,101
225,101
226,101
227,101
228,101
229,101
230,113
231,113
232,113
233,31
234,155
235,97
236,97
237,113
238,155
239,211
240,61
241,120
242,120
243,61
244,61
245,97
246,155
247,167
248,155
249,155
250,155
251,61
252,127
253,95
254,155
255,155
256,155
257,95
258,15
259,15
260,15
261,101
262,80
263,101
264,146
265,101
266,101
267,101
268,97
269,82
270,37
271,37
272,96
273,96
274,217
275,13
276,171
277,217
278,217
279,217
280,37
281,37
282,37
283,217
284,217
285,217
286,37
287,217
288,126
289,61
290,61
291,61
292,61
293,61
294,61
295,61
296,61
297,61
298,61
299,62
300,61
301,61
302,61
303,211
304,211
305,211
306,211
307,211
308,211
309,211
310,211
311,61
312,217
313,197
314,197
315,70
316,113
317,104
318,61
319,61
320,61
321,190
322,211
323,61
324,211
325,61
326,190
327,190
328,190
329,190
330,61
331,61
332,61
333,61
334,211
335,61
336,61
337,61
338,61
339,61
340,61
341,211
342,61
343,61
344,190
345,61
346,61
347,61
348,61
349,61
350,61
351,61
352,61
353,211
354,211
355,61
356,211
357,207
358,61
359,61
360,61
361,61
362,61
363,61
364,61
365,61
366,61
367,61
368,116
369,61
370,211
371,61
372,61
373,61
374,61
375,61
376,61
377,61
378,61
379,61
380,211
381,61
382,211
383,61
384,61
385,61
386,61
387,61
388,61
389,61
390,61
391,61
392,61
393,61
394,61
395,211
396,61
397,61
398,61
399,61
400,61
401,61
402,61
403,61
404,61
405,61
406,61
407,61
408,61
409,61
410,190
411,61
412,61
413,61
414,61
415,61
416,61
417,61
418,61
419,61
420,61
421,61
422,61
423,61
424,61
425,61
426,190
427,61
428,61
429,61
430,70
431,61
432,61
433,4
434,61
435,61
436,61
437,61
438,61
439,61
440,61
441,61
442,61
443,61
444,61
445,4
446,4
447,4
448,4
449,4
450,95
451,95
452,20
453,20
454,13
455,13
456,167
457,167
458,57
459,57
460,61
461,61
462,61
463,61
464,61
465,61
466,61
467,217
468,217
469,217
470,217
471,13
472,13
473,13
474,160
475,37
476,37
477,37
478,190
479,95
480,44
481,48
482,37
483,61
484,61
485,61
486,61
487,61
488,61
489,40
490,44
491,61
492,61
493,106
494,32
495,97
496,113
497,127
498,127
499,61
500,61
501,61
502,127
503,32
504,32
505,190
506,93
507,93
508,97
509,97
510,112
511,196
512,97
513,113
514,113
515,97
516,167
517,130
518,31
519,112
520,95
521,104
522,31
523,66
524,127
525,155
526,155
527,97
528,97
529,97
530,97
531,97
532,155
533,97
534,61
535,61
536,112
537,210
538,225
539,113
540,113
541,155
542,92
